CRS_NUM,Position,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,CR,NC,I,W,RP,SP,WU
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7766143106457243,0.2164048865619546,0.0,0.006980802792321117,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7307692307692307,0.25384615384615383,0.0,0.015384615384615385,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6816059757236228,0.3165266106442577,0.0,0.0018674136321195146,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.375,0.0,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8003731343283582,0.19776119402985073,0.0,0.0018656716417910447,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69375,0.30125,0.0,0.005,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5369127516778524,0.37583892617449666,0.08053691275167785,0.006711409395973154,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6086956521739131,0.3695652173913043,0.0,0.021739130434782608,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6853766617429837,0.310192023633678,0.0,0.004431314623338257,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6029411764705882,0.39705882352941174,0.0,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8368794326241135,0.1595744680851064,0.0,0.0035460992907801418,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5517241379310345,0.41379310344827586,0.0,0.034482758620689655,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6351351351351351,0.36486486486486486,0.0,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4367816091954023,0.5632183908045977,0.0,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6097560975609756,0.3902439024390244,0.0,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6111111111111112,0.3888888888888889,0.0,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6686602870813397,0.326555023923445,0.0,0.004784688995215311,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7931034482758621,0.20689655172413793,0.0,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702247191011236,0.29213483146067415,0.0,0.0018726591760299626,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6704545454545454,0.32954545454545453,0.0,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6857142857142857,0.3047619047619048,0.0,0.009523809523809525,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7464788732394366,0.23943661971830985,0.0,0.014084507042253521,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6838235294117647,0.3161764705882353,0.0,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7346938775510204,0.26239067055393583,0.0,0.0029154518950437317,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8947368421052632,0.10526315789473684,0.0,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3125,0.020833333333333332,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4594594594594595,0.5405405405405406,0.0,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5471698113207547,0.4339622641509434,0.0,0.018867924528301886,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6688311688311688,0.33116883116883117,0.0,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7741935483870968,0.22580645161290322,0.0,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769230769230769,0.41025641025641024,0.0,0.01282051282051282,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7428571428571429,0.2571428571428571,0.0,0.0,0.0,0.0,0.0
92,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7794117647058824,0.22058823529411764,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6545138888888888,0.3368055555555556,0.0,0.008680555555555556,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6444444444444445,0.35555555555555557,0.0,0.0,0.0,0.0,0.0
93,Tenure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5809128630705395,0.41217150760719223,0.0,0.005532503457814661,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6206896551724138,0.3793103448275862,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0,0.0,0.0,0.0
93,Tenure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9923076923076923,0.0,0.0,0.007692307692307693,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7845303867403315,0.2136279926335175,0.0,0.001841620626151013,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.2842857142857143,0.0,0.005714285714285714,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.171875,0.0,0.015625,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6033254156769596,0.3919239904988123,0.0,0.004750593824228029,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7697160883280757,0.22712933753943218,0.0,0.0031545741324921135,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6293103448275862,0.367816091954023,0.0,0.0028735632183908046,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60932944606414,0.3867832847424684,0.0,0.003887269193391642,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7591036414565826,0.23809523809523808,0.0,0.0028011204481792717,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6537467700258398,0.3385012919896641,0.0,0.007751937984496124,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7636363636363637,0.23636363636363636,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5265392781316348,0.46709129511677283,0.0,0.006369426751592357,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.702576112412178,0.29508196721311475,0.0,0.00234192037470726,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7495559502664298,0.24866785079928952,0.0,0.0017761989342806395,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6647058823529411,0.3352941176470588,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5806451612903226,0.41935483870967744,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7571428571428571,0.24285714285714285,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7338129496402878,0.2517985611510791,0.0,0.014388489208633094,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6561264822134387,0.3438735177865613,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7130242825607064,0.282560706401766,0.0,0.004415011037527594,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4583333333333333,0.5416666666666666,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6071428571428571,0.39285714285714285,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6904761904761905,0.2619047619047619,0.0,0.047619047619047616,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8383838383838383,0.16161616161616163,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,0.26666666666666666,0.0,0.006060606060606061,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6818181818181818,0.3140495867768595,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.36923076923076925,0.0,0.015384615384615385,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6088560885608856,0.39114391143911437,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.375,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5789473684210527,0.42105263157894735,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6633663366336634,0.33663366336633666,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6556291390728477,0.33774834437086093,0.0,0.006622516556291391,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.5454545454545454,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
93,Not Faculty (TA/GA/Other),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5641025641025641,0.42735042735042733,0.0,0.008547008547008548,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71875,0.28125,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6451612903225806,0.3548387096774194,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7037037037037037,0.28888888888888886,0.0,0.007407407407407408,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5681818181818182,0.4318181818181818,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.23076923076923078,0.0,0.0,0.0,0.0,0.0
93,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7962138084632516,0.19487750556792874,0.0,0.008908685968819599,0.0,0.0,0.0
96,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7362637362637363,0.26373626373626374,0.0,0.0,0.0,0.0,0.0
96,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7894736842105263,0.21052631578947367,0.0,0.0,0.0,0.0,0.0
96,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6792452830188679,0.32075471698113206,0.0,0.0,0.0,0.0,0.0
96,Adjunct,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.35714285714285715,0.0,0.0,0.0,0.0,0.0
102,Tenure,0.04838709677419355,0.016129032258064516,0.016129032258064516,0.06451612903225806,0.016129032258064516,0.11290322580645161,0.11290322580645161,0.03225806451612903,0.08064516129032258,0.0967741935483871,0.0,0.1935483870967742,0.0,0.0,0.0,0.0,0.0,0.0,0.20967741935483872
102,Tenure,0.027649769585253458,0.009216589861751152,0.018433179723502304,0.04608294930875576,0.03225806451612903,0.018433179723502304,0.12442396313364056,0.0,0.0,0.2764976958525346,0.03225806451612903,0.2626728110599078,0.0,0.0,0.0,0.0,0.0,0.0,0.15207373271889402
102,Adjunct,0.06309751434034416,0.017208413001912046,0.043021032504780114,0.12810707456978968,0.021032504780114723,0.06022944550669216,0.14531548757170173,0.028680688336520075,0.0,0.2074569789674952,0.0,0.2552581261950287,0.0,0.0,0.0,0.0057361376673040155,0.0,0.0,0.0248565965583174
102,Adjunct,0.10222222222222223,0.02666666666666667,0.008888888888888889,0.12444444444444444,0.013333333333333334,0.022222222222222223,0.3288888888888889,0.0044444444444444444,0.0,0.20444444444444446,0.0,0.12444444444444444,0.0,0.0,0.0,0.0044444444444444444,0.0,0.0,0.035555555555555556
102,Adjunct,0.05405405405405406,0.02702702702702703,0.0,0.0,0.02702702702702703,0.08108108108108109,0.10810810810810811,0.0,0.0,0.16216216216216217,0.0,0.5405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Tenure,0.011299435028248588,0.04519774011299435,0.05084745762711865,0.04519774011299435,0.06779661016949153,0.03389830508474576,0.0903954802259887,0.10734463276836158,0.06779661016949153,0.02824858757062147,0.062146892655367235,0.384180790960452,0.0,0.0,0.0,0.0,0.0,0.0,0.005649717514124294
102,Adjunct,0.03076923076923077,0.015384615384615385,0.05384615384615385,0.06923076923076923,0.05384615384615385,0.03076923076923077,0.14615384615384616,0.05384615384615385,0.007692307692307693,0.16923076923076924,0.038461538461538464,0.3076923076923077,0.0,0.0,0.0,0.023076923076923078,0.0,0.0,0.0
102,Adjunct,0.06944444444444445,0.05555555555555555,0.05555555555555555,0.046296296296296294,0.018518518518518517,0.08333333333333333,0.16666666666666666,0.08796296296296297,0.004629629629629629,0.037037037037037035,0.08333333333333333,0.009259259259259259,0.0,0.009259259259259259,0.032407407407407406,0.004629629629629629,0.0,0.0,0.2361111111111111
102,Adjunct,0.0463258785942492,0.04952076677316294,0.0670926517571885,0.10063897763578275,0.07667731629392971,0.07827476038338659,0.0926517571884984,0.001597444089456869,0.0,0.1869009584664537,0.0,0.28594249201277955,0.0,0.0,0.001597444089456869,0.011182108626198083,0.0,0.0,0.0
102,Adjunct,0.07407407407407407,0.037037037037037035,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.07407407407407407,0.2037037037037037,0.2962962962962963,0.25925925925925924,0.018518518518518517,0.0,0.0,0.0,0.0,0.0,0.0
102,Adjunct,0.1162280701754386,0.021929824561403508,0.015350877192982455,0.1425438596491228,0.03728070175438596,0.0021929824561403508,0.1600877192982456,0.0,0.0,0.4451754385964912,0.0,0.05263157894736842,0.0,0.0021929824561403508,0.0,0.0043859649122807015,0.0,0.0,0.0
102,Adjunct,0.09090909090909091,0.0,0.030303030303030304,0.0,0.030303030303030304,0.21212121212121213,0.21212121212121213,0.0,0.030303030303030304,0.06060606060606061,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Adjunct,0.0958904109589041,0.0,0.0,0.08904109589041095,0.0,0.0,0.14383561643835616,0.0,0.0,0.10273972602739725,0.0,0.4246575342465753,0.0,0.00684931506849315,0.0,0.0136986301369863,0.0,0.0,0.1232876712328767
102,Tenure,0.030456852791878174,0.007614213197969543,0.04568527918781726,0.06345177664974619,0.03553299492385787,0.08629441624365482,0.1116751269035533,0.027918781725888325,0.0,0.1319796954314721,0.0,0.37817258883248733,0.0,0.0,0.0,0.007614213197969543,0.0,0.0,0.07360406091370558
102,Adjunct,0.021739130434782608,0.021739130434782608,0.010869565217391304,0.06521739130434782,0.03804347826086957,0.04891304347826087,0.14673913043478262,0.0,0.0,0.11956521739130435,0.0,0.4945652173913043,0.0,0.0,0.0,0.005434782608695652,0.0,0.0,0.02717391304347826
102,Adjunct,0.009433962264150943,0.02830188679245283,0.02830188679245283,0.04716981132075472,0.018867924528301886,0.03773584905660377,0.09433962264150944,0.0,0.03773584905660377,0.11320754716981132,0.009433962264150943,0.2641509433962264,0.0,0.0,0.0,0.009433962264150943,0.0,0.0,0.3018867924528302
102,Adjunct,0.018134715025906734,0.010362694300518135,0.0051813471502590676,0.04922279792746114,0.02072538860103627,0.018134715025906734,0.07512953367875648,0.0,0.007772020725388601,0.08031088082901554,0.0025906735751295338,0.43523316062176165,0.0,0.007772020725388601,0.0,0.0025906735751295338,0.0,0.0,0.266839378238342
102,Adjunct,0.07317073170731707,0.0,0.006097560975609756,0.10975609756097561,0.018292682926829267,0.036585365853658534,0.17682926829268292,0.0,0.0,0.09146341463414634,0.006097560975609756,0.4573170731707317,0.0,0.006097560975609756,0.0,0.018292682926829267,0.0,0.0,0.0
102,Not Faculty (TA/GA/Other),0.08108108108108109,0.05405405405405406,0.0,0.10810810810810811,0.0,0.02702702702702703,0.13513513513513514,0.0,0.0,0.21621621621621623,0.0,0.16216216216216217,0.0,0.0,0.0,0.0,0.0,0.0,0.21621621621621623
102,Adjunct,0.03773584905660377,0.018867924528301886,0.05660377358490566,0.11320754716981132,0.0,0.03773584905660377,0.09433962264150944,0.0,0.1320754716981132,0.07547169811320754,0.05660377358490566,0.3584905660377358,0.0,0.0,0.0,0.018867924528301886,0.0,0.0,0.0
102,Not Faculty (TA/GA/Other),0.07079646017699115,0.008849557522123894,0.004424778761061947,0.16371681415929204,0.0,0.022123893805309734,0.0752212389380531,0.0,0.004424778761061947,0.11946902654867257,0.0,0.4911504424778761,0.004424778761061947,0.0,0.0,0.008849557522123894,0.0,0.0,0.02654867256637168
102,Not Faculty (TA/GA/Other),0.0,0.0,0.03225806451612903,0.0,0.0967741935483871,0.03225806451612903,0.06451612903225806,0.12903225806451613,0.0,0.06451612903225806,0.0,0.41935483870967744,0.0,0.0,0.0,0.0,0.0,0.0,0.16129032258064516
102,Not Faculty (TA/GA/Other),0.0,0.05263157894736842,0.07894736842105263,0.07894736842105263,0.10526315789473684,0.02631578947368421,0.2631578947368421,0.0,0.0,0.07894736842105263,0.0,0.02631578947368421,0.0,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.18421052631578946
102,Not Faculty (TA/GA/Other),0.09243697478991597,0.008403361344537815,0.025210084033613446,0.13445378151260504,0.01680672268907563,0.04201680672268908,0.23529411764705882,0.0,0.0,0.03361344537815126,0.0,0.37815126050420167,0.0,0.0,0.008403361344537815,0.0,0.0,0.0,0.025210084033613446
102,Not Faculty (TA/GA/Other),0.044967880085653104,0.02569593147751606,0.03640256959314775,0.044967880085653104,0.05139186295503212,0.055674518201284794,0.12205567451820129,0.0,0.0,0.25910064239828695,0.0,0.3297644539614561,0.0,0.0,0.004282655246252677,0.01284796573875803,0.0,0.0,0.01284796573875803
102,Not Faculty (TA/GA/Other),0.05389221556886228,0.04790419161676647,0.029940119760479042,0.023952095808383235,0.04790419161676647,0.05389221556886228,0.08982035928143713,0.0,0.03592814371257485,0.11976047904191617,0.0,0.2874251497005988,0.0,0.0,0.0,0.011976047904191617,0.0,0.0,0.19760479041916168
102,Not Faculty (TA/GA/Other),0.12162162162162163,0.02702702702702703,0.04054054054054054,0.10810810810810811,0.013513513513513514,0.013513513513513514,0.12162162162162163,0.013513513513513514,0.013513513513513514,0.08108108108108109,0.0,0.2702702702702703,0.0,0.0,0.0,0.013513513513513514,0.0,0.0,0.16216216216216217
